ano;ente;centil;n_contribuintes;rendimentos_tributaveis_milhoes;imposto_devido_milhoes;bens_milhoes;rendimentos_isentos_milhoes
2018;BRASIL;6;304525;0,00;0,06;32465,33;4092,49
2018;BRASIL;7;304524;0,02;0,01;28435,63;3661,72
2018;BRASIL;8;304524;618,39;0,04;40574,00;3950,00
2018;BRASIL;9;304525;1885,74;0,08;31964,28;2852,12
2018;BRASIL;10;304524;2799,90;0,15;29055,90;2649,51
2018;BRASIL;11;304524;3406,60;0,07;35395,44;9140,37
2018;BRASIL;12;304525;3485,96;0,01;29122,75;8783,38
2018;BRASIL;13;304524;3494,72;0,03;28800,82;8029,83
2018;BRASIL;14;304524;3748,55;0,15;27681,14;5179,98
2018;BRASIL;15;304525;4287,60;0,20;28054,91;3166,30
2018;BRASIL;16;304524;4829,94;0,28;27481,66;2573,66
2018;BRASIL;17;304524;5340,34;0,24;26073,39;2914,62
2018;BRASIL;18;304525;5748,84;0,28;26373,06;2345,03
2018;BRASIL;19;304524;6192,91;0,27;25403,85;2374,86
2018;BRASIL;20;304524;6568,06;0,23;25353,65;1955,89
2018;BRASIL;21;304525;6868,02;0,20;24283,78;2167,33
2018;BRASIL;22;304524;7032,40;0,27;31148,35;5793,67
2018;BRASIL;23;304524;7272,69;0,46;23877,43;2654,91
2018;BRASIL;24;304525;7450,01;0,57;23292,49;1674,94
2018;BRASIL;25;304524;7707,00;0,60;21610,79;1570,38
2018;BRASIL;26;304524;7951,62;0,53;21814,59;1511,98
2018;BRASIL;27;304525;8159,91;0,59;20728,84;1535,21
2018;BRASIL;28;304524;8352,52;0,50;20281,87;1020,60
2018;BRASIL;29;304524;8485,93;0,54;19413,51;1077,26
2018;BRASIL;30;304525;8590,87;0,37;22864,19;880,98
2018;BRASIL;31;304524;8665,57;0,21;21359,83;898,25
2018;BRASIL;32;304524;8687,47;0,10;19583,80;713,77
2018;BRASIL;33;304525;8746,51;2,93;15942,54;856,62
2018;BRASIL;34;304524;8896,16;9,36;15952,59;903,69
2018;BRASIL;35;304524;9055,27;15,63;15690,22;912,52
2018;BRASIL;36;304525;9188,34;22,07;18890,71;1474,61
2018;BRASIL;37;304524;9350,09;28,00;16518,48;1032,25
2018;BRASIL;38;304524;9516,05;35,28;16350,70;970,54
2018;BRASIL;39;304525;9685,22;42,63;16590,16;1097,12
2018;BRASIL;40;304524;9857,85;50,02;17336,44;1096,22
2018;BRASIL;41;304524;10036,21;57,85;16787,29;982,93
2018;BRASIL;42;304525;10216,10;66,74;17286,25;1042,50
2018;BRASIL;43;304524;10395,28;74,96;20341,34;2340,86
2018;BRASIL;44;304524;10568,73;83,26;18612,09;1110,06
2018;BRASIL;45;304525;10754,53;92,35;17274,35;1044,93
2018;BRASIL;46;304524;10933,31;102,89;24099,25;1975,29
2018;BRASIL;47;304524;11102,55;109,43;16885,58;998,19
2018;BRASIL;48;304525;11298,91;119,09;18077,26;1049,40
2018;BRASIL;49;304524;11500,04;129,06;17592,14;1057,01
2018;BRASIL;50;304524;11704,16;139,89;18171,24;1159,66
2018;BRASIL;51;304525;11913,23;150,42;18075,73;1072,33
2018;BRASIL;52;304524;12134,62;162,51;23077,39;1108,34
2018;BRASIL;53;304525;12361,36;174,10;19283,89;1133,60
2018;BRASIL;54;304524;12599,23;186,48;19933,16;1115,12
2018;BRASIL;55;304524;12834,35;200,87;21686,92;1522,85
2018;BRASIL;56;304525;13082,49;218,96;20529,86;1458,81
2018;BRASIL;57;304524;13343,17;242,91;20877,85;1206,00
2018;BRASIL;58;304524;13608,16;266,16;21697,44;1386,94
2018;BRASIL;59;304525;13881,71;292,09;22696,21;1925,97
2018;BRASIL;60;304524;14171,53;319,57;21669,68;1901,24
2018;BRASIL;61;304524;14479,64;352,22;24054,91;1738,58
2018;BRASIL;62;304525;14774,37;380,50;22953,21;1564,36
2018;BRASIL;63;304524;15105,94;413,75;23106,26;1582,99
2018;BRASIL;64;304524;15440,83;445,73;23197,41;1485,51
2018;BRASIL;65;304525;15793,36;484,80;24212,99;1632,40
2018;BRASIL;66;304524;16164,23;521,57;25201,20;1778,17
2018;BRASIL;67;304524;16541,35;562,63;25032,09;1690,62
2018;BRASIL;68;304525;16941,24;603,60;25913,94;1834,47
2018;BRASIL;69;304524;17354,66;656,71;26396,01;1811,96
2018;BRASIL;70;304524;17788,10;719,35;27235,96;1712,75
2018;BRASIL;71;304525;18235,00;785,52;30977,93;2653,10
2018;BRASIL;72;304524;18696,02;851,70;31246,18;2265,40
2018;BRASIL;73;304524;19196,45;928,21;29797,78;2198,93
2018;BRASIL;74;304525;19738,23;1012,13;29133,17;2054,23
2018;BRASIL;75;304524;20297,82;1103,93;33444,33;3375,17
2018;BRASIL;76;304524;20811,04;1175,78;48550,97;9495,00
2018;BRASIL;77;304525;21421,69;1287,07;32972,28;2837,54
2018;BRASIL;78;304524;22082,43;1410,49;35285,43;4528,96
2018;BRASIL;79;304524;22799,24;1550,28;35566,18;2785,65
2018;BRASIL;80;304525;23562,84;1704,78;36251,86;2629,74
2018;BRASIL;81;304524;24389,75;1870,27;38737,70;3371,88
2018;BRASIL;82;304524;25304,13;2063,10;39598,46;2951,30
2018;BRASIL;83;304525;26290,93;2289,77;40962,05;2994,60
2018;BRASIL;84;304524;27371,53;2540,53;42379,99;3311,69
2018;BRASIL;85;304524;28545,52;2825,54;44983,88;3303,38
2018;BRASIL;86;304525;29853,80;3148,59;45979,01;3083,47
2018;BRASIL;87;304524;31275,53;3470,42;47924,59;3337,10
2018;BRASIL;88;304524;32852,15;3865,97;50426,00;3348,64
2018;BRASIL;89;304525;34619,10;4304,03;51880,06;3322,69
2018;BRASIL;90;304524;36561,52;4778,19;59458,33;3837,64
2018;BRASIL;91;304524;38778,22;5318,68;59682,97;3727,60
2018;BRASIL;92;304525;41408,93;5964,18;66939,52;4452,61
2018;BRASIL;93;304524;44568,78;6732,88;72512,28;4347,42
2018;BRASIL;94;304524;48290,34;7612,67;78057,43;4625,82
2018;BRASIL;95;304525;53018,00;8733,53;91703,97;5895,22
2018;BRASIL;96;304524;59209,66;10178,73;101739,32;6037,20
2018;BRASIL;97;304524;67161,67;12043,83;115241,33;6391,75
2018;BRASIL;98;304525;78979,75;14851,33;141623,51;8875,54
2018;BRASIL;99;304524;98850,96;19442,81;179544,25;11631,17
2018;BRASIL;100;304524;188264,10;40325,81;356061,19;41865,80
2019;BRASIL;1;304986;0,00;0,01;37739,71;4703,54
2019;BRASIL;2;304985;0,00;0,02;34061,40;4360,39
2019;BRASIL;3;304985;0,00;0,07;63991,56;4455,38
2019;BRASIL;4;304985;0,00;0,11;38781,32;5138,75
2019;BRASIL;5;304985;0,00;0,06;34495,76;4916,31
2019;BRASIL;6;304985;0,00;0,00;34520,80;4558,87
2019;BRASIL;7;304986;18,09;0,00;37250,37;4559,06
2019;BRASIL;8;304985;925,06;0,03;39718,39;3770,47
2019;BRASIL;9;304985;2116,75;0,23;30449,42;3058,28
2019;BRASIL;10;304985;3005,74;0,16;31292,00;3416,67
2019;BRASIL;11;304985;3573,45;0,09;49400,33;10406,62
2019;BRASIL;12;304985;3651,84;0,01;30891,82;9537,56
2019;BRASIL;13;304986;3654,58;0,01;31800,11;10461,38
2019;BRASIL;14;304985;3920,49;0,17;31715,86;4543,86
2019;BRASIL;15;304985;4482,93;0,21;30003,77;3617,65
2019;BRASIL;16;304985;5036,33;0,26;29425,82;3070,03
2019;BRASIL;17;304985;5511,32;0,27;33511,60;3204,83
2019;BRASIL;18;304985;5955,79;0,30;27822,35;2712,48
2019;BRASIL;19;304986;6393,35;0,32;27426,57;2299,17
2019;BRASIL;20;304985;6753,26;0,27;26534,27;2230,35
2019;BRASIL;21;304985;7032,69;0,36;26548,46;2480,54
2019;BRASIL;22;304985;7287,07;0,25;35237,58;7015,16
2019;BRASIL;23;304985;7396,93;0,37;26074,36;2721,63
2019;BRASIL;24;304985;7662,77;0,53;24545,18;1976,23
2019;BRASIL;25;304985;7922,71;0,51;23689,05;1850,71
2019;BRASIL;26;304986;8139,69;0,53;24182,39;1773,19
2019;BRASIL;27;304985;8346,22;0,52;23987,87;1254,35
2019;BRASIL;28;304985;8489,13;0,45;21357,31;1229,23
2019;BRASIL;29;304985;8598,37;0,36;23215,57;1034,63
2019;BRASIL;30;304985;8679,22;0,16;24408,06;1148,83
2019;BRASIL;31;304985;8701,63;0,10;21256,33;862,12
2019;BRASIL;32;304986;8779,93;3,94;16994,91;1264,87
2019;BRASIL;33;304985;8943,21;10,70;16599,06;965,71
2019;BRASIL;34;304985;9108,72;18,16;20702,04;2043,13
2019;BRASIL;35;304985;9249,30;23,42;16463,63;953,31
2019;BRASIL;36;304985;9421,81;30,53;18159,76;989,87
2019;BRASIL;37;304985;9592,85;38,19;17302,75;1072,11
2019;BRASIL;38;304986;9769,10;45,61;17499,69;1333,63
2019;BRASIL;39;304985;9946,86;53,59;18083,34;1047,51
2019;BRASIL;40;304985;10127,84;61,82;18300,73;1393,40
2019;BRASIL;41;304985;10310,84;70,45;18193,53;1227,96
2019;BRASIL;42;304985;10499,67;78,64;18202,73;1098,66
2019;BRASIL;43;304985;10689,35;88,38;18592,37;1155,78
2019;BRASIL;44;304986;10882,15;98,12;21234,69;2674,77
2019;BRASIL;45;304985;11031,25;106,83;23207,23;2501,29
2019;BRASIL;46;304985;11227,08;114,66;18253,80;1186,66
2019;BRASIL;47;304985;11429,29;124,64;18852,56;1153,52
2019;BRASIL;48;304985;11638,93;135,16;20126,30;1239,03
2019;BRASIL;49;304985;11848,46;145,76;19382,39;1149,82
2019;BRASIL;50;304985;12068,47;157,44;23351,01;1247,76
2019;BRASIL;51;304986;12290,46;169,39;19848,77;1251,68
2019;BRASIL;52;304985;12520,53;181,28;21182,77;1616,56
2019;BRASIL;53;304985;12753,67;194,38;22812,53;1831,94
2019;BRASIL;54;304985;12986,25;208,76;20750,74;1304,34
2019;BRASIL;55;304985;13242,26;230,97;21779,46;1411,16
2019;BRASIL;56;304985;13506,98;254,93;22023,43;1349,43
2019;BRASIL;57;304986;13778,07;279,85;22979,00;1509,54
2019;BRASIL;58;304985;14055,81;305,74;23164,36;1495,47
2019;BRASIL;59;304985;14352,61;334,94;23214,07;1639,23
2019;BRASIL;60;304985;14640,97;365,54;27243,64;2667,60
2019;BRASIL;61;304985;14943,64;394,23;23824,04;1520,85
2019;BRASIL;62;304985;15273,63;424,47;24052,65;1830,28
2019;BRASIL;63;304986;15604,61;460,79;24151,18;1631,64
2019;BRASIL;64;304985;15958,26;498,50;25617,67;1830,95
2019;BRASIL;65;304985;16328,93;537,72;26392,33;2042,25
2019;BRASIL;66;304985;16701,43;575,65;25476,55;1794,15
2019;BRASIL;67;304985;17100,88;620,16;26856,12;1845,35
2019;BRASIL;68;304985;17524,73;679,22;27333,04;1841,19
2019;BRASIL;69;304986;17967,23;741,32;28185,46;1703,45
2019;BRASIL;70;304985;18397,03;809,05;32240,26;3250,89
2019;BRASIL;71;304985;18860,80;878,23;31114,87;2301,33
2019;BRASIL;72;304985;19355,34;947,57;32933,27;2334,23
2019;BRASIL;73;304985;19872,38;1026,60;32834,64;2565,93
2019;BRASIL;74;304985;20424,44;1114,40;33112,33;2813,19
2019;BRASIL;75;304985;20997,09;1207,32;33902,36;3050,03
2019;BRASIL;76;304986;21518,91;1281,20;50666,05;10327,40
2019;BRASIL;77;304985;22133,26;1412,44;37632,30;3539,04
2019;BRASIL;78;304985;22835,66;1556,51;37001,35;2799,27
2019;BRASIL;79;304985;23597,11;1711,32;37943,52;3101,76
2019;BRASIL;80;304985;24414,89;1863,98;38989,68;3133,92
2019;BRASIL;81;304985;25282,41;2047,59;42440,10;4412,59
2019;BRASIL;82;304986;26220,48;2258,61;41663,14;3147,38
2019;BRASIL;83;304985;27254,78;2509,89;43335,42;3333,18
2019;BRASIL;84;304985;28380,03;2775,20;45790,14;3565,12
2019;BRASIL;85;304985;29618,48;3071,10;46623,53;3689,42
2019;BRASIL;86;304985;30974,54;3393,64;48437,28;3636,96
2019;BRASIL;87;304985;32492,03;3762,81;51263,16;3554,86
2019;BRASIL;88;304986;34135,86;4140,13;52235,46;3543,15
2019;BRASIL;89;304985;35943,08;4600,29;56411,59;4083,76
2019;BRASIL;90;304985;37958,57;5090,77;58061,34;3995,07
2019;BRASIL;91;304985;40287,89;5653,05;62995,63;4105,39
2019;BRASIL;92;304985;43101,55;6356,30;74043,53;4516,60
2019;BRASIL;93;304985;46318,09;7120,08;75468,83;4921,84
2019;BRASIL;94;304986;50189,38;8033,97;82313,81;5102,13
2019;BRASIL;95;304985;55102,66;9187,48;94130,37;6063,00
2019;BRASIL;96;304985;61572,15;10693,38;104988,38;6765,67
2019;BRASIL;97;304985;69759,98;12605,50;121096,49;7647,66
2019;BRASIL;98;304985;81898,20;15478,65;151765,07;10515,56
2019;BRASIL;99;304985;102983,35;20404,21;188214,39;13415,36
2019;BRASIL;100;304985;199975,86;42964,02;381402,21;43736,42
2020;BRASIL;1;316349;0,00;0,09;38909,27;4971,46
2020;BRASIL;2;316348;0,00;0,07;37867,76;5276,95
2020;BRASIL;3;316349;0,00;0,01;36898,91;4733,55
2020;BRASIL;4;316348;0,00;0,04;37209,91;4838,44
2020;BRASIL;5;316349;0,00;0,07;37977,60;5007,19
2020;BRASIL;6;316348;0,00;0,08;37612,14;5168,59
2020;BRASIL;7;316349;1,18;0,01;38318,97;5119,06
2020;BRASIL;8;316348;660,16;0,11;41863,23;4084,95
2020;BRASIL;9;316348;1441,23;0,41;25810,17;2268,38
2020;BRASIL;10;316349;2319,08;0,09;30068,15;2746,53
2020;BRASIL;11;316348;3121,93;0,18;29331,47;2606,93
2020;BRASIL;12;316349;3738,08;0,10;28451,26;3952,28
2020;BRASIL;13;316348;3955,65;0,02;49932,67;17100,07
2020;BRASIL;14;316349;3965,73;0,01;35934,16;11094,04
2020;BRASIL;15;316348;4071,70;0,09;30447,06;5226,59
2020;BRASIL;16;316348;4515,87;0,13;31874,55;3737,23
2020;BRASIL;17;316349;4970,58;0,15;27589,06;2752,88
2020;BRASIL;18;316348;5391,29;0,21;27317,92;2946,01
2020;BRASIL;19;316349;5756,31;0,20;32568,89;3210,66
2020;BRASIL;20;316348;6122,20;0,18;26967,76;2429,11
2020;BRASIL;21;316349;6470,58;0,23;24901,40;2004,71
2020;BRASIL;22;316348;6775,44;0,13;24373,48;1801,88
2020;BRASIL;23;316348;7016,33;0,17;22721,13;1759,13
2020;BRASIL;24;316349;7252,72;0,24;26745,62;2240,82
2020;BRASIL;25;316348;7547,94;0,32;32935,05;3909,14
2020;BRASIL;26;316349;7800,31;0,38;32108,52;4434,33
2020;BRASIL;27;316348;8003,46;0,44;33477,95;5746,30
2020;BRASIL;28;316349;8268,33;0,61;32610,29;2090,49
2020;BRASIL;29;316348;8516,51;0,64;25523,68;1928,80
2020;BRASIL;30;316348;8740,07;0,66;26539,02;1759,18
2020;BRASIL;31;316349;8909,71;0,49;28818,42;1705,19
2020;BRASIL;32;316348;9015,48;0,40;32623,60;1637,66
2020;BRASIL;33;316349;9128,80;5,11;18003,61;1147,47
2020;BRASIL;34;316348;9310,42;13,05;18543,03;1075,45
2020;BRASIL;35;316349;9481,43;21,05;21417,83;1764,25
2020;BRASIL;36;316348;9642,14;27,98;19364,36;1350,82
2020;BRASIL;37;316348;9818,99;36,36;18086,43;1117,20
2020;BRASIL;38;316349;9997,16;44,46;19078,12;1273,93
2020;BRASIL;39;316348;10180,75;53,34;18497,86;1413,87
2020;BRASIL;40;316349;10367,17;62,05;19229,73;1170,22
2020;BRASIL;41;316348;10558,04;71,64;18981,39;1316,29
2020;BRASIL;42;316349;10750,71;81,04;19109,57;1089,74
2020;BRASIL;43;316348;10947,43;90,87;19446,12;1291,41
2020;BRASIL;44;316348;11147,04;101,06;19748,13;1312,52
2020;BRASIL;45;316349;11344,42;111,71;24724,51;2632,10
2020;BRASIL;46;316348;11527,08;120,54;20771,33;1597,60
2020;BRASIL;47;316349;11738,39;131,27;21087,14;1381,57
2020;BRASIL;48;316348;11941,33;141,65;24373,70;3073,17
2020;BRASIL;49;316349;12161,98;153,46;21096,70;1373,20
2020;BRASIL;50;316348;12389,39;165,22;21762,52;1350,50
2020;BRASIL;51;316348;12626,12;178,25;25961,53;1617,14
2020;BRASIL;52;316349;12867,39;191,19;22230,34;1300,33
2020;BRASIL;53;316348;13120,51;204,44;23007,56;1453,23
2020;BRASIL;54;316349;13368,27;218,45;25584,33;2072,69
2020;BRASIL;55;316348;13630,09;240,08;24686,43;1562,24
2020;BRASIL;56;316349;13901,81;265,44;25095,29;1551,75
2020;BRASIL;57;316348;14184,14;292,73;25167,28;1627,33
2020;BRASIL;58;316348;14478,93;321,22;24719,63;1761,87
2020;BRASIL;59;316349;14788,64;352,45;25000,33;1506,08
2020;BRASIL;60;316348;15104,16;385,60;28696,87;2573,17
2020;BRASIL;61;316349;15413,30;415,50;27204,34;1987,35
2020;BRASIL;62;316348;15753,82;450,07;28987,21;2349,91
2020;BRASIL;63;316349;16099,95;486,98;28890,44;1737,04
2020;BRASIL;64;316348;16475,51;526,81;27943,99;1903,89
2020;BRASIL;65;316348;16866,31;567,29;27838,66;1911,58
2020;BRASIL;66;316349;17264,89;611,08;30735,88;2384,87
2020;BRASIL;67;316348;17680,37;656,41;29843,28;2015,24
2020;BRASIL;68;316349;18122,49;715,81;30110,02;2008,52
2020;BRASIL;69;316348;18581,49;784,68;29985,43;1789,89
2020;BRASIL;70;316349;19040,02;853,51;34552,39;3625,40
2020;BRASIL;71;316348;19531,15;929,01;33624,22;2633,95
2020;BRASIL;72;316348;20054,33;1011,94;34113,59;2513,55
2020;BRASIL;73;316349;20602,75;1099,51;35553,85;2151,09
2020;BRASIL;74;316348;21163,74;1180,47;39074,30;2962,66
2020;BRASIL;75;316349;21766,05;1280,38;35484,40;2578,78
2020;BRASIL;76;316348;22409,54;1391,92;38067,52;3872,25
2020;BRASIL;77;316349;23035,86;1494,86;58685,72;12264,08
2020;BRASIL;78;316348;23665,52;1635,79;42422,79;4146,62
2020;BRASIL;79;316348;24462,87;1802,74;42092,12;3511,20
2020;BRASIL;80;316349;25334,03;1976,88;43763,79;3503,38
2020;BRASIL;81;316348;26280,91;2176,61;45247,70;4338,59
2020;BRASIL;82;316349;27262,14;2394,70;46833,37;4041,13
2020;BRASIL;83;316348;28329,61;2641,12;57705,41;3373,06
2020;BRASIL;84;316349;29504,70;2930,18;49263,60;3763,28
2020;BRASIL;85;316348;30812,67;3252,32;50891,33;3888,54
2020;BRASIL;86;316348;32238,84;3590,96;53756,80;3804,73
2020;BRASIL;87;316349;33824,42;3963,32;55033,14;4010,21
2020;BRASIL;88;316348;35564,69;4393,85;57956,33;4237,39
2020;BRASIL;89;316349;37501,84;4856,26;61128,62;4779,22
2020;BRASIL;90;316348;39616,92;5350,20;62627,15;3886,21
2020;BRASIL;91;316349;42035,59;5928,88;67127,35;4532,78
2020;BRASIL;92;316348;44938,65;6640,58;74521,23;4889,28
2020;BRASIL;93;316348;48288,18;7455,89;79057,05;5062,74
2020;BRASIL;94;316349;52320,30;8401,31;105846,44;4963,66
2020;BRASIL;95;316348;57436,56;9592,73;101663,14;6191,14
2020;BRASIL;96;316349;64265,43;11172,93;116984,82;8068,92
2020;BRASIL;97;316348;72783,35;13096,79;132141,27;7610,23
2020;BRASIL;98;316349;85199,98;16011,31;161924,43;9407,63
2020;BRASIL;99;316348;107020,58;21069,02;204495,71;11956,78
2020;BRASIL;100;316348;212033,29;45957,40;415722,65;45567,30
